Promotion Name,Promotion Start Date,Promotion End Date,Class,Store,Product Part #,Revenue 30 Days Prior,Avg Daily Revenue Prior 30 Days,Revenue During Promotion,Avg Daily Revenue During Promotion,Revenue Post 30 Days,Avg Daily Revenue Post 30 Days,# of Units Sold 30 Days Prior,Avg Daily Units Sold Prior 30 Days,# of Units Sold During Promotion,Avg Daily Units Sold During Promotion,# of Units Sold Post 30 Days,Avg Daily Units Sold Post 30 Days,Discount Percent,Impressions,Conversion Rate
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair US,MFC-D3-B,427.37,14.25,172.72,2.43,349.75,11.66,5,0.17,2,0.03,7,0.23,10,28,3.5714285714285712
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair US,MFC-D3-W,88.83,2.96,784.59,11.05,3170.4,105.68,1,0.03,9,0.13,39,1.3,10,34,11.76470588235294
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair Canada (English),MFC-D3-W,0,0,430.12,6.06,0,0,0,0,5,0.07,0,0,10,13,38.461538461538467
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair US,VF-ZH-4B,1064.25,35.48,469.53,6.61,313.02,10.43,7,0.23,3,0.04,2,0.07,10,35,5.7142857142857144
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair US,VF-ZH-4W,911.22,30.37,304.32,4.29,147.81,4.93,5,0.17,2,0.03,1,0.03,10,10,0
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair US,VFC-2W,0,0,199.28,2.81,0,0,0,0,3,0.04,0,0,10,12,16.666666666666664
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair US,VFC-3B,1702.14,56.74,203.04,2.86,301.17,10.04,17,0.57,2,0.03,3,0.1,10,17,11.76470588235294
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair Canada (English),VFC-3B,0,0,375.11,5.28,0,0,0,0,4,0.06,0,0,10,3,33.333333333333329
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair US,VFC-4B,655.31,21.84,118.44,1.67,0,0,8,0.27,1,0.01,0,0,10,3,33.333333333333329
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair Canada (English),VFC-5B,0,0,140.43,1.98,0,0,0,0,1,0.01,0,0,10,9,11.111111111111111
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Aquariums & Bowls,Wayfair US,3T-B,0,0,0,0,,,0,0,0,0,,,10,4,25
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Aquariums & Bowls,Wayfair US,3T-W,0,0,289.52,2.41,,,0,0,5,0.04,,,10,69,7.2463768115942031
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Bike And Sport Racks,Wayfair US,4T-Kayak,454.02,15.13,1539.72,12.83,,,4,0.13,13,0.11,,,10,,
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Bike And Sport Racks,Wayfair Canada (English),4T-Kayak,0,0,118.01,0.98,,,0,0,1,0.01,,,10,,
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Shelving & Racks,Wayfair US,5T-1830-1200,230.3,7.68,223.72,1.86,,,2,0.07,2,0.02,,,10,3,33.333333333333329
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Shelving & Racks,Wayfair US,5T-1830-900,0,0,142.22,1.19,,,0,0,2,0.02,,,10,,
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Shelving & Racks,Wayfair US,5T-1980-1200,0,0,795.24,6.63,,,1,0.03,8,0.07,,,10,26,15.384615384615385
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Shelving & Racks,Wayfair US,6T-2095-122,253.8,8.46,126.9,1.06,,,2,0.07,1,0.01,,,10,2,50
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Filing Cabinets,Wayfair US,LFC-2B,535.13,17.84,1370.52,11.42,,,6,0.2,12,0.1,,,10,39,15.384615384615385
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Filing Cabinets,Wayfair Canada (English),LFC-2B-680,0,0,100.22,0.84,,,0,0,1,0.01,,,10,3,33.333333333333329
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Filing Cabinets,Wayfair US,LFC-2B-680,394.8,13.16,1187.6,9.9,,,4,0.13,12,0.1,,,10,290,2.7586206896551726
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Filing Cabinets,Wayfair US,LFC-2W,107.86,3.6,228.42,1.9,,,1,0.03,2,0.02,,,10,6,33.333333333333329
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Filing Cabinets,Wayfair US,LFC-2W-680,485.04,16.17,789.6,6.58,,,5,0.17,8,0.07,,,10,103,4.8543689320388346
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Filing Cabinets,Wayfair US,LFC-3B,0,0,123.84,1.03,,,0,0,1,0.01,,,10,,
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Filing Cabinets,Wayfair US,LFC-3W,123.84,4.13,386.1,3.22,,,1,0.03,3,0.03,,,10,17,17.647058823529413
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Filing Cabinets,Wayfair US,LFC-4B,159.8,5.33,202.04,1.68,,,1,0.03,2,0.02,,,10,7,28.571428571428569
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Filing Cabinets,Wayfair US,LFC-5B,0,0,194.58,1.62,,,0,0,1,0.01,,,10,2,50
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Filing Cabinets,Wayfair US,MFC-D2-B,878.9,29.3,806.52,6.72,,,10,0.33,9,0.07,,,10,64,9.375
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Filing Cabinets,Wayfair Canada (English),MFC-D2-W,0,0,86.54,0.72,,,0,0,1,0.01,,,10,2,50
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Filing Cabinets,Wayfair US,MFC-D2-W,87.89,2.93,734.69,6.12,,,1,0.03,13,0.11,,,10,147,7.4829931972789119
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Filing Cabinets,Wayfair US,MFC-D3-B,241.81,8.06,793.9,6.62,,,3,0.1,12,0.1,,,10,59,15.254237288135593
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Filing Cabinets,Wayfair US,MFC-D3-W,508.3,16.94,437.32,3.64,,,6,0.2,6,0.05,,,10,73,4.10958904109589
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Filing Cabinets,Wayfair US,VF-ZH-4B,1060.78,35.36,469.53,3.91,,,7,0.23,3,0.03,,,10,17,11.76470588235294
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Filing Cabinets,Wayfair Canada (English),VF-ZH-4B,0,0,153.49,1.28,,,0,0,1,0.01,,,10,4,25
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Filing Cabinets,Wayfair US,VF-ZH-4W,286.93,9.56,147.81,1.23,,,2,0.07,1,0.01,,,10,4,25
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Filing Cabinets,Wayfair Canada (English),VFC-3B,375.11,12.5,99.55,0.83,,,4,0.13,1,0.01,,,10,3,33.333333333333329
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Filing Cabinets,Wayfair US,VFC-3B,0,0,693.72,5.78,,,0,0,7,0.06,,,10,59,10.16949152542373
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Filing Cabinets,Wayfair US,VFC-3W,0,0,101.52,0.85,,,0,0,1,0.01,,,10,4,25
NA Q2 Extended Discounts (Mar - Jul 2026),2026-03-31,2026-07-28,Filing Cabinets,Wayfair US,VFC-4B,111.86,3.73,86.86,0.72,,,2,0.07,1,0.01,,,10,7,0
NA Q3 Extended Discounts (Jul - Oct 2025),2025-07-07,2025-10-30,Shelving & Racks,Wayfair US,5T-1830-1200,0,0,118.44,1.02,118.44,3.95,0,0,1,0.01,1,0.03,10,3,33.333333333333329
NA Q3 Extended Discounts (Jul - Oct 2025),2025-07-07,2025-10-30,Shelving & Racks,Wayfair US,5T-1980-1200,0,0,304.56,2.63,298.92,9.96,0,0,3,0.03,3,0.1,10,15,6.666666666666667
NA Q3 Extended Discounts (Jul - Oct 2025),2025-07-07,2025-10-30,Shelving & Racks,Wayfair US,5T-dong-183-120,0,0,297.31,2.56,398.19,13.27,0,0,3,0.03,4,0.13,10,12,16.666666666666664
NA Q3 Extended Discounts (Jul - Oct 2025),2025-07-07,2025-10-30,Shelving & Racks,Wayfair US,5T-dong-198-120,0,0,0,0,181.99,6.07,0,0,1,0.01,2,0.07,10,1,0
NA Q3 Extended Discounts (Jul - Oct 2025),2025-07-07,2025-10-30,Shelving & Racks,Wayfair US,6T-2095-122,0,0,253.8,2.19,126.9,4.23,0,0,2,0.02,1,0.03,10,2,100
NA Q4 Extended Discounts (Dec - Jan 2026),2025-12-08,2026-01-20,Filing Cabinets,Wayfair US,LFC-2B,226.04,7.53,110.4,2.51,0,0,3,0.1,1,0.02,0,0,10,,
NA Q4 Extended Discounts (Dec - Jan 2026),2025-12-08,2026-01-20,Filing Cabinets,Wayfair US,LFC-2B-680,586.73,19.56,101.52,2.31,389.16,12.97,7,0.23,1,0.02,4,0.13,10,5,20
NA Q4 Extended Discounts (Dec - Jan 2026),2025-12-08,2026-01-20,Filing Cabinets,Wayfair US,LFC-2W,663.84,22.13,110.4,2.51,0,0,7,0.23,1,0.02,0,0,10,3,33.333333333333329
NA Q4 Extended Discounts (Dec - Jan 2026),2025-12-08,2026-01-20,Filing Cabinets,Wayfair US,LFC-2W-680,891.27,29.71,304.56,6.92,597.84,19.93,10,0.33,3,0.07,6,0.2,10,30,6.666666666666667
NA Q4 Extended Discounts (Dec - Jan 2026),2025-12-08,2026-01-20,Filing Cabinets,Wayfair US,LFC-3B,0,0,295.04,6.71,411.59,13.72,0,0,3,0.07,4,0.13,10,4,25
NA Q4 Extended Discounts (Dec - Jan 2026),2025-12-08,2026-01-20,Filing Cabinets,Wayfair US,LFC-3W,878.87,29.3,131.13,2.98,1427.85,47.6,9,0.3,1,0.02,11,0.37,10,5,0
NA Q4 Extended Discounts (Dec - Jan 2026),2025-12-08,2026-01-20,Filing Cabinets,Wayfair US,LFC-4B,161.96,5.4,338.4,7.69,850.16,28.34,2,0.07,2,0.05,6,0.2,10,8,0
NA Q4 Extended Discounts (Dec - Jan 2026),2025-12-08,2026-01-20,Filing Cabinets,Wayfair Canada (English),LFC-4B,0,0,159.11,3.62,0,0,0,0,1,0.02,0,0,10,3,33.333333333333329
NA Q4 Extended Discounts (Dec - Jan 2026),2025-12-08,2026-01-20,Filing Cabinets,Wayfair US,LFC-4W,-3.52,-0.12,169.2,3.85,488.8,16.29,1,0.03,1,0.02,3,0.1,10,1,100
NA Q4 Extended Discounts (Dec - Jan 2026),2025-12-08,2026-01-20,Filing Cabinets,Wayfair US,MFC-D2-B,180.04,6,460.13,10.46,827.2,27.57,3,0.1,5,0.11,9,0.3,10,49,4.0816326530612246
NA Q4 Extended Discounts (Dec - Jan 2026),2025-12-08,2026-01-20,Filing Cabinets,Wayfair US,MFC-D3-B,255.76,8.53,85.87,1.95,1011.67,33.72,3,0.1,1,0.02,12,0.4,10,4,25
NA Q4 Extended Discounts (Dec - Jan 2026),2025-12-08,2026-01-20,Filing Cabinets,Wayfair US,VF-ZH-4B,460.83,15.36,464.31,10.55,0,0,3,0.1,3,0.07,0,0,10,58,1.7241379310344827
NA Q4 Extended Discounts (Dec - Jan 2026),2025-12-08,2026-01-20,Filing Cabinets,Wayfair US,VF-ZH-4W,156.51,5.22,156.51,3.56,313.02,10.43,1,0.03,1,0.02,2,0.07,10,11,9.0909090909090917
NA Q4 Extended Discounts (Dec - Jan 2026),2025-12-08,2026-01-20,Filing Cabinets,Wayfair US,VFC-3B,689.38,22.98,399.3,9.08,304.56,10.15,8,0.27,4,0.09,3,0.1,10,32,12.5
NA Q4 Extended Discounts (Dec - Jan 2026),2025-12-08,2026-01-20,Filing Cabinets,Wayfair US,VFC-3W,93.79,3.13,101.52,2.31,101.52,3.38,2,0.07,1,0.02,1,0.03,10,6,16.666666666666664
NA Q4 Extended Discounts (Dec - Jan 2026),2025-12-08,2026-01-20,Filing Cabinets,Wayfair Canada (English),VFC-3W,0,0,98.76,2.24,0,0,0,0,1,0.02,0,0,10,2,0
NA Q4 Extended Discounts (Dec - Jan 2026),2025-12-08,2026-01-20,Filing Cabinets,Wayfair US,VFC-4B,-2.46,-0.08,226.35,5.14,147.67,4.92,1,0.03,2,0.05,2,0.07,10,16,12.5
NA Q4 Extended Discounts (Dec - Jan 2026),2025-12-08,2026-01-20,Filing Cabinets,Wayfair US,VFC-5B,0,0,143.82,3.27,0,0,0,0,1,0.02,0,0,10,2,50
NA Tax Refund Sale 2 - April 2026 Opt-In ,2026-04-07,2026-04-16,Filing Cabinets,Wayfair US,LFC-2B,646.8,21.56,323.59,32.36,913.68,30.46,7,0.23,3,0.3,8,0.27,13,18,11.111111111111111
NA Tax Refund Sale 2 - April 2026 Opt-In ,2026-04-07,2026-04-16,Filing Cabinets,Wayfair US,LFC-2B-680,692.61,23.09,791.85,79.19,578.48,19.28,7,0.23,8,0.8,6,0.2,13,45,8.88888888888889
NA Tax Refund Sale 2 - April 2026 Opt-In ,2026-04-07,2026-04-16,Filing Cabinets,Wayfair US,LFC-2W-680,981.39,32.71,588.79,58.88,400.44,13.35,10,0.33,6,0.6,4,0.13,13,156,1.9230769230769231
NA Tax Refund Sale 2 - April 2026 Opt-In ,2026-04-07,2026-04-16,Filing Cabinets,Wayfair US,LFC-3B,0,0,377.36,37.74,0,0,0,0,3,0.3,0,0,13,17,11.76470588235294
NA Tax Refund Sale 2 - April 2026 Opt-In ,2026-04-07,2026-04-16,Filing Cabinets,Wayfair US,LFC-3W,375.89,12.53,378.82,37.88,254.97,8.5,3,0.1,3,0.3,2,0.07,13,19,10.526315789473683
NA Tax Refund Sale 2 - April 2026 Opt-In ,2026-04-07,2026-04-16,Filing Cabinets,Wayfair US,LFC-4B,939.12,31.3,810.28,81.03,42.24,1.41,6,0.2,5,0.5,1,0.03,13,28,14.285714285714285
NA Tax Refund Sale 2 - April 2026 Opt-In ,2026-04-07,2026-04-16,Filing Cabinets,Wayfair US,MFC-D2-B,1061.92,35.4,269.87,26.99,0,0,12,0.4,3,0.3,0,0,13,19,10.526315789473683
NA Tax Refund Sale 2 - April 2026 Opt-In ,2026-04-07,2026-04-16,Filing Cabinets,Wayfair US,MFC-D2-W,175.78,5.86,355.7,35.57,548.57,18.29,2,0.07,4,0.4,11,0.37,13,25,4
NA Tax Refund Sale 2 - April 2026 Opt-In ,2026-04-07,2026-04-16,Filing Cabinets,Wayfair US,MFC-D3-W,678.06,22.6,2742.87,274.29,435.43,14.51,8,0.27,32,3.2,7,0.23,13,31,9.67741935483871
NA Tax Refund Sale 2 - April 2026 Opt-In ,2026-04-07,2026-04-16,Filing Cabinets,Wayfair US,VFC-3B,0,0,98.13,9.81,298.92,9.96,0,0,1,0.1,3,0.1,13,2,50
NA Tax Refund Sale 2 - April 2026 Opt-In ,2026-04-07,2026-04-16,Filing Cabinets,Wayfair US,VFC-3W,0,0,196.26,19.63,101.52,3.38,0,0,2,0.2,1,0.03,13,4,0
NA Warehouse Clearout - September 2025,2025-09-03,2025-09-08,Bike And Sport Racks,Wayfair US,3T-Kayak,93.06,3.1,93.06,15.51,370.17,12.34,1,0.03,1,0.17,4,0.13,10,,
NA Warehouse Clearout - September 2025,2025-09-03,2025-09-08,Bike And Sport Racks,Wayfair US,4T-Kayak,336.9,11.23,118.44,19.74,471.13,15.7,3,0.1,1,0.17,4,0.13,10,,
NA Way Day 2 - October 2025,2025-10-26,2025-10-30,Bike And Sport Racks,Wayfair US,2T-Kayak,241.11,8.04,75.9,15.18,78.59,2.62,2,0.07,1,0.2,1,0.03,15,,
NA Way Day 2 - October 2025,2025-10-26,2025-10-30,Bike And Sport Racks,Wayfair US,3T-Kayak,0,0,93.06,18.61,277.11,9.24,0,0,1,0.2,3,0.1,15,,
NA Way Day 2 - October 2025,2025-10-26,2025-10-30,Bike And Sport Racks,Wayfair US,4T-Kayak,473.76,15.79,223.72,44.74,469.81,15.66,4,0.13,2,0.4,4,0.13,15,,
NA Way Day 2 - October 2025,2025-10-26,2025-10-30,Shelving & Racks,Wayfair US,5T-1830-900,75.3,2.51,75.3,15.06,0,0,1,0.03,1,0.2,0,0,15,1,100
NA Way Day 2 - October 2025,2025-10-26,2025-10-30,Shelving & Racks,Wayfair US,5T-1980-1200,304.56,10.15,101.52,20.3,298.92,9.96,3,0.1,1,0.2,3,0.1,15,10,0
NA Way Day 2 - October 2025,2025-10-26,2025-10-30,Shelving & Racks,Wayfair US,6T-2095-122,380.7,12.69,239.7,47.94,126.9,4.23,3,0.1,2,0.4,1,0.03,15,3,33.333333333333329
NA Way Day 2 - October 2025,2025-10-26,2025-10-30,Filing Cabinets,Wayfair US,MFC-D2-B,0,0,87.89,17.58,90.99,3.03,0,0,1,0.2,1,0.03,15,1,100
NA Way Day 2 - October 2025,2025-10-26,2025-10-30,Filing Cabinets,Wayfair US,VF-ZH-4W,0,0,153.03,30.61,0,0,0,0,1,0.2,0,0,15,1,100
US Loyalty - Cyber Month 72H Deal Drop,2025-11-13,2025-11-16,Shelving & Racks,Wayfair US,5T-dong-183-120,590.59,19.69,95.88,23.97,294.42,9.81,6,0.2,1,0.25,3,0.1,15,11,0
US Loyalty - Cyber Month 72H Deal Drop,2025-11-13,2025-11-16,Filing Cabinets,Wayfair Canada (English),LFC-2B-680,0,0,194.49,48.62,101.01,3.37,0,0,2,0.5,1,0.03,15,6,16.666666666666664
US Loyalty - Cyber Month 72H Deal Drop,2025-11-13,2025-11-16,Filing Cabinets,Wayfair US,LFC-2W,0,0,107.86,26.97,670.19,22.34,0,0,1,0.25,7,0.23,15,1,100
US Loyalty - Cyber Month 72H Deal Drop,2025-11-13,2025-11-16,Filing Cabinets,Wayfair US,LFC-2W-680,0,0,101.52,25.38,1094.31,36.48,0,0,1,0.25,12,0.4,15,2,0
US Loyalty - Cyber Month 72H Deal Drop,2025-11-13,2025-11-16,Filing Cabinets,Wayfair Canada (English),VFC-2W,0,0,68.64,17.16,134.94,4.5,0,0,1,0.25,2,0.07,15,7,14.285714285714285
US Loyalty - Labor Day Early Access - August 2025,2025-08-21,2025-08-23,Bike And Sport Racks,Wayfair US,4T-Kayak,0,0,118.44,39.48,455.34,15.18,0,0,1,0.33,4,0.13,10,,
US Loyalty - Member Pop Up Sale,2026-01-21,2026-01-24,Bike And Sport Racks,Wayfair US,4T-Kayak,118.44,3.95,236.88,59.22,223.72,7.46,1,0.03,2,0.5,2,0.07,10,,
US Loyalty - Member Pop Up Sale,2026-01-21,2026-01-24,Shelving & Racks,Wayfair US,5T-1830-900,0,0,75.3,18.83,0,0,0,0,1,0.25,0,0,10,1,0
US Loyalty - Member Pop Up Sale,2026-01-21,2026-01-24,Filing Cabinets,Wayfair US,LFC-2B-680,988.12,32.94,95.88,23.97,197.4,6.58,10,0.33,1,0.25,2,0.07,10,2,0
US Loyalty - Member Pop Up Sale,2026-01-21,2026-01-24,Filing Cabinets,Wayfair US,LFC-3B,1049.74,34.99,131.13,32.78,280.46,9.35,9,0.3,1,0.25,3,0.1,10,1,0
US Loyalty - Member Pop Up Sale,2026-01-21,2026-01-24,Filing Cabinets,Wayfair US,LFC-3W,1014.07,33.8,131.13,32.78,1296.72,43.22,8,0.27,1,0.25,10,0.33,10,7,14.285714285714285
US Loyalty - Member Pop Up Sale,2026-01-21,2026-01-24,Filing Cabinets,Wayfair US,LFC-4B,2459.18,81.97,488.8,122.2,371.35,12.38,17,0.57,3,0.75,4,0.13,10,7,28.571428571428569
US Loyalty - Member Pop Up Sale,2026-01-21,2026-01-24,Filing Cabinets,Wayfair US,MFC-D3-B,341.5,11.38,838.95,209.74,172.72,5.76,4,0.13,10,2.5,2,0.07,10,4,25
US Loyalty - Presidents Day Early Access - Feb 2026,2026-02-05,2026-02-07,Filing Cabinets,Wayfair US,LFC-3B,963.05,32.1,123.84,41.28,0,0,9,0.3,1,0.33,0,0,10,2,50
US Loyalty - Presidents Day Early Access - Feb 2026,2026-02-05,2026-02-07,Filing Cabinets,Wayfair Canada (English),LFC-3B,0,0,384.47,128.16,128.79,4.29,0,0,3,1,1,0.03,10,8,12.5
US Loyalty - Presidents Day Early Access - Feb 2026,2026-02-05,2026-02-07,Filing Cabinets,Wayfair US,LFC-3W,906.25,30.21,123.84,41.28,910.62,30.35,7,0.23,1,0.33,7,0.23,10,5,0
US Loyalty Member Sale - September 2025,2025-09-26,2025-09-29,Bike And Sport Racks,Wayfair US,2T-Kayak,152.71,5.09,80.37,20.09,236.64,7.89,2,0.07,1,0.25,2,0.07,10,,
WFNA - Loyalty Member Sale - March 2026,2026-03-11,2026-03-14,Filing Cabinets,Wayfair US,LFC-2B,0,0,103.68,25.92,650.98,21.7,1,0.03,1,0.25,6,0.2,20,,
WFNA - Loyalty Member Sale - March 2026,2026-03-11,2026-03-14,Filing Cabinets,Wayfair US,LFC-2W-680,501.96,16.73,0,0,1370.53,45.68,5,0.17,0,0,14,0.47,20,10,10
WFNA - Loyalty Member Sale - March 2026,2026-03-11,2026-03-14,Filing Cabinets,Wayfair US,MFC-D2-B,1008.15,33.61,248.16,62.04,993.67,33.12,11,0.37,3,0.75,11,0.37,20,24,8.3333333333333321
WFNA - Loyalty Member Sale - March 2026,2026-03-11,2026-03-14,Filing Cabinets,Wayfair US,MFC-D3-B,0,0,157.92,39.48,83.89,2.8,0,0,2,0.5,1,0.03,20,27,7.4074074074074066
WFNA - Loyalty Member Sale - March 2026,2026-03-11,2026-03-14,Filing Cabinets,Wayfair US,MFC-D3-W,957.31,31.91,157.92,39.48,606.99,20.23,11,0.37,2,0.5,7,0.23,20,14,7.1428571428571423
WFNA - Loyalty Member Sale - March 2026,2026-03-11,2026-03-14,Filing Cabinets,Wayfair US,VF-ZH-4B,0,0,139.12,34.78,921.66,30.72,0,0,1,0.25,6,0.2,20,8,12.5
WFNA - Loyalty Member Sale - March 2026,2026-03-11,2026-03-14,Filing Cabinets,Wayfair US,VF-ZH-4W,0,0,139.12,34.78,147.81,4.93,0,0,1,0.25,1,0.03,20,1,0
WFUS 72 Hour Clearout - September 2025,2025-09-23,2025-09-26,Bike And Sport Racks,Wayfair US,2T-Kayak,74.12,2.47,157.18,39.3,241.11,8.04,1,0.03,2,0.5,2,0.07,12,,
WFUS 72 Hour Clearout - September 2025,2025-09-23,2025-09-26,Bike And Sport Racks,Wayfair US,4T-Kayak,455.34,15.18,115.81,28.95,473.76,15.79,4,0.13,1,0.25,4,0.13,12,,
WFUS 72 Hour Clearout - September 2025,2025-09-23,2025-09-26,Shelving & Racks,Wayfair US,5T-1830-1200,106.77,3.56,115.81,28.95,236.88,7.9,2,0.07,1,0.25,2,0.07,12,,
WFUS 72 Hour Clearout - September 2025,2025-09-23,2025-09-26,Shelving & Racks,Wayfair US,5T-1980-1200,304.56,10.15,99.27,24.82,304.56,10.15,3,0.1,1,0.25,3,0.1,12,1,0
